district,state,lat,lon,forest_loss_sq_km
Papum Pare,Arunachal Pradesh,27.1538,93.6765,0.83
Papum Pare,Arunachal Pradesh,27.1115,93.6174,0.73
Papum Pare,Arunachal Pradesh,27.0832,93.5146,0.92
Papum Pare,Arunachal Pradesh,27.203,93.5561,1.14
Papum Pare,Arunachal Pradesh,27.2001,93.6575,0.68
Papum Pare,Arunachal Pradesh,27.0533,93.5941,0.97
Papum Pare,Arunachal Pradesh,27.0928,93.5552,0.77
Papum Pare,Arunachal Pradesh,27.1183,93.6455,1.08
Papum Pare,Arunachal Pradesh,27.111,93.6211,0.82
Papum Pare,Arunachal Pradesh,27.1069,93.6106,0.88
Papum Pare,Arunachal Pradesh,27.198,93.6322,0.97
Papum Pare,Arunachal Pradesh,26.8843,93.6041,0.66
Papum Pare,Arunachal Pradesh,27.4513,93.3598,0.68
Papum Pare,Arunachal Pradesh,27.1625,93.6146,0.84
Papum Pare,Arunachal Pradesh,27.1433,93.5993,0.54
Papum Pare,Arunachal Pradesh,26.9914,93.4647,1.02
Papum Pare,Arunachal Pradesh,27.1181,93.4864,0.59
Papum Pare,Arunachal Pradesh,26.8936,93.4694,0.39
Papum Pare,Arunachal Pradesh,26.8944,94.0178,0.66
Papum Pare,Arunachal Pradesh,27.0784,93.6332,1.05
Papum Pare,Arunachal Pradesh,27.1016,93.6623,0.78
Papum Pare,Arunachal Pradesh,27.1226,93.6182,0.45
Papum Pare,Arunachal Pradesh,27.1086,93.6197,1.09
Papum Pare,Arunachal Pradesh,27.1131,93.6195,0.95
Papum Pare,Arunachal Pradesh,26.8058,93.4108,0.98
Papum Pare,Arunachal Pradesh,27.11,93.6288,0.69
Papum Pare,Arunachal Pradesh,26.5467,92.9504,0.7
Papum Pare,Arunachal Pradesh,27.1522,93.4445,0.76
Papum Pare,Arunachal Pradesh,27.4479,93.7575,0.52
Papum Pare,Arunachal Pradesh,27.0397,93.6298,0.62
Papum Pare,Arunachal Pradesh,27.0846,93.8464,0.52
Papum Pare,Arunachal Pradesh,27.1183,93.6683,0.45
Papum Pare,Arunachal Pradesh,26.9624,93.4845,0.97
Papum Pare,Arunachal Pradesh,27.0023,93.4895,1.05
Papum Pare,Arunachal Pradesh,27.131,93.6461,0.67
Papum Pare,Arunachal Pradesh,27.1314,93.579,0.72
Papum Pare,Arunachal Pradesh,27.1143,93.6166,0.51
Papum Pare,Arunachal Pradesh,26.9609,93.9704,0.88
Papum Pare,Arunachal Pradesh,27.0719,93.4804,0.86
Papum Pare,Arunachal Pradesh,26.8975,93.6734,0.69
Papum Pare,Arunachal Pradesh,27.1283,93.6769,0.86
Papum Pare,Arunachal Pradesh,27.1669,93.5451,1.08
Papum Pare,Arunachal Pradesh,27.3218,93.4176,0.47
Papum Pare,Arunachal Pradesh,27.1265,93.6428,0.71
Papum Pare,Arunachal Pradesh,27.1879,93.6878,1.11
Papum Pare,Arunachal Pradesh,26.7832,94.1661,0.99
Papum Pare,Arunachal Pradesh,27.2571,93.5367,0.84
Papum Pare,Arunachal Pradesh,27.2348,93.6489,0.53
Papum Pare,Arunachal Pradesh,27.118,93.7039,0.8
Papum Pare,Arunachal Pradesh,27.0851,93.5718,0.85
Papum Pare,Arunachal Pradesh,27.1014,93.6374,0.68
Papum Pare,Arunachal Pradesh,27.125,93.6816,1.1
Papum Pare,Arunachal Pradesh,27.1275,93.6022,0.86
Papum Pare,Arunachal Pradesh,27.0772,93.5836,0.89
Papum Pare,Arunachal Pradesh,27.0711,93.7221,0.47
Papum Pare,Arunachal Pradesh,27.1224,93.6255,1.05
Papum Pare,Arunachal Pradesh,27.0634,93.57,0.51
Papum Pare,Arunachal Pradesh,27.3459,93.6452,0.68
Papum Pare,Arunachal Pradesh,27.021,93.7615,0.54
Papum Pare,Arunachal Pradesh,27.1177,93.6255,1.01
Papum Pare,Arunachal Pradesh,27.0832,93.5689,0.92
Papum Pare,Arunachal Pradesh,27.15,93.6327,0.66
Papum Pare,Arunachal Pradesh,27.0688,93.5581,0.92
Papum Pare,Arunachal Pradesh,27.0997,93.5134,0.59
Papum Pare,Arunachal Pradesh,27.0674,93.6154,1.16
Papum Pare,Arunachal Pradesh,27.2044,93.3199,0.45
Papum Pare,Arunachal Pradesh,27.1111,93.6049,0.82
Papum Pare,Arunachal Pradesh,27.3323,93.542,0.98
Papum Pare,Arunachal Pradesh,27.0315,93.6114,0.86
Papum Pare,Arunachal Pradesh,27.0804,93.6085,0.71
Papum Pare,Arunachal Pradesh,27.2193,93.5346,0.4
Papum Pare,Arunachal Pradesh,27.2501,94.3563,0.47
Papum Pare,Arunachal Pradesh,26.9918,93.4189,0.41
Papum Pare,Arunachal Pradesh,27.1198,93.6291,0.99
Papum Pare,Arunachal Pradesh,27.1191,93.6204,0.75
Papum Pare,Arunachal Pradesh,27.1121,93.609,1.02
Papum Pare,Arunachal Pradesh,27.1105,93.6596,0.56
Papum Pare,Arunachal Pradesh,27.1623,93.5282,0.44
Papum Pare,Arunachal Pradesh,27.3107,93.4158,1.08
Papum Pare,Arunachal Pradesh,27.1447,93.5814,0.46
Papum Pare,Arunachal Pradesh,27.0779,93.6792,1.05
Papum Pare,Arunachal Pradesh,27.0583,93.5236,0.57
Papum Pare,Arunachal Pradesh,27.0432,93.433,0.44
Papum Pare,Arunachal Pradesh,26.9551,93.9045,0.41
Papum Pare,Arunachal Pradesh,27.329,93.352,0.66
Papum Pare,Arunachal Pradesh,27.0355,93.6809,0.52
Papum Pare,Arunachal Pradesh,26.7695,93.5984,0.94
Papum Pare,Arunachal Pradesh,27.1153,93.6183,0.78
Papum Pare,Arunachal Pradesh,27.0451,93.6026,0.91
Papum Pare,Arunachal Pradesh,27.1198,93.6612,0.47
Papum Pare,Arunachal Pradesh,26.9227,93.7494,1.14
Papum Pare,Arunachal Pradesh,27.1175,93.6516,0.84
Papum Pare,Arunachal Pradesh,26.5133,93.5588,0.76
Papum Pare,Arunachal Pradesh,27.1029,93.4672,1.0
Papum Pare,Arunachal Pradesh,27.1093,93.5371,0.63
Papum Pare,Arunachal Pradesh,27.0856,93.6021,0.66
Papum Pare,Arunachal Pradesh,27.1194,93.6244,1.03
Papum Pare,Arunachal Pradesh,26.6263,93.8729,0.4
Papum Pare,Arunachal Pradesh,27.0479,93.5629,0.84
Papum Pare,Arunachal Pradesh,27.0944,93.6414,1.13
Papum Pare,Arunachal Pradesh,27.0935,93.6199,1.12
Papum Pare,Arunachal Pradesh,27.085,93.6098,0.54
Papum Pare,Arunachal Pradesh,27.0921,93.5976,0.91
Papum Pare,Arunachal Pradesh,27.1429,93.5724,0.94
Papum Pare,Arunachal Pradesh,26.9045,93.16,1.04
Papum Pare,Arunachal Pradesh,27.0758,93.6306,0.68
Papum Pare,Arunachal Pradesh,26.896,93.6562,0.92
Papum Pare,Arunachal Pradesh,27.1162,93.6827,1.11
Papum Pare,Arunachal Pradesh,27.0984,93.6023,0.63
Papum Pare,Arunachal Pradesh,27.1894,93.7978,0.47
Papum Pare,Arunachal Pradesh,27.0781,93.6816,0.94
Papum Pare,Arunachal Pradesh,27.1224,93.6095,1.02
Papum Pare,Arunachal Pradesh,27.0858,93.5913,1.09
Papum Pare,Arunachal Pradesh,27.1406,93.65,0.71
Papum Pare,Arunachal Pradesh,27.1572,93.7658,1.11
Papum Pare,Arunachal Pradesh,27.147,93.6129,0.51
Papum Pare,Arunachal Pradesh,27.11,93.6203,0.46
Papum Pare,Arunachal Pradesh,27.0824,93.6267,0.81
Papum Pare,Arunachal Pradesh,27.3657,93.6249,0.93
Papum Pare,Arunachal Pradesh,27.1146,93.6217,0.7
Papum Pare,Arunachal Pradesh,27.0594,93.6311,0.98
Papum Pare,Arunachal Pradesh,27.1081,93.5396,0.61
Papum Pare,Arunachal Pradesh,27.1777,93.6525,0.6
Papum Pare,Arunachal Pradesh,27.1625,93.3857,0.75
Papum Pare,Arunachal Pradesh,27.1127,93.4851,0.7
Papum Pare,Arunachal Pradesh,27.0747,93.5917,1.03
Papum Pare,Arunachal Pradesh,27.086,93.5385,1.1
Papum Pare,Arunachal Pradesh,27.2751,93.6123,1.13
Papum Pare,Arunachal Pradesh,27.1244,93.6004,0.44
Papum Pare,Arunachal Pradesh,26.9846,93.6651,0.93
Papum Pare,Arunachal Pradesh,27.0726,93.5152,0.81
Papum Pare,Arunachal Pradesh,27.162,93.5626,0.45
Papum Pare,Arunachal Pradesh,27.0676,93.7504,1.13
Papum Pare,Arunachal Pradesh,26.6445,93.6066,1.04
Papum Pare,Arunachal Pradesh,27.1318,93.6512,1.16
Papum Pare,Arunachal Pradesh,27.125,93.6198,0.44
Papum Pare,Arunachal Pradesh,27.1515,93.612,1.12
Papum Pare,Arunachal Pradesh,27.2111,93.4626,1.02
Papum Pare,Arunachal Pradesh,27.0052,93.7892,0.42
Papum Pare,Arunachal Pradesh,27.1282,93.6294,0.55
Papum Pare,Arunachal Pradesh,26.8884,93.738,0.51
Papum Pare,Arunachal Pradesh,26.9511,93.5883,0.9
Papum Pare,Arunachal Pradesh,27.0982,93.591,1.07
Papum Pare,Arunachal Pradesh,27.154,93.6575,0.87
Papum Pare,Arunachal Pradesh,27.2131,93.613,0.93
Papum Pare,Arunachal Pradesh,27.1172,93.607,0.62
Papum Pare,Arunachal Pradesh,27.1336,93.5414,1.01
Papum Pare,Arunachal Pradesh,26.8191,93.0772,0.67
Papum Pare,Arunachal Pradesh,26.8965,93.6268,0.93
Papum Pare,Arunachal Pradesh,27.1395,93.6325,1.06
Papum Pare,Arunachal Pradesh,27.1592,93.5256,0.82
Papum Pare,Arunachal Pradesh,27.1199,93.6328,0.51
Papum Pare,Arunachal Pradesh,27.0055,93.4537,1.08
Papum Pare,Arunachal Pradesh,27.1956,93.6464,0.65
Papum Pare,Arunachal Pradesh,27.1098,93.6208,0.67
Papum Pare,Arunachal Pradesh,26.9044,93.7655,0.73
Papum Pare,Arunachal Pradesh,27.1549,93.746,0.93
Papum Pare,Arunachal Pradesh,27.1454,93.7833,0.67
Papum Pare,Arunachal Pradesh,27.1703,93.5927,1.02
Papum Pare,Arunachal Pradesh,27.1006,93.6027,0.61
Papum Pare,Arunachal Pradesh,27.3094,93.6557,0.85
Papum Pare,Arunachal Pradesh,27.0718,93.6481,1.07
Papum Pare,Arunachal Pradesh,27.0516,93.603,0.47
Papum Pare,Arunachal Pradesh,27.5016,93.2682,1.08
Papum Pare,Arunachal Pradesh,27.0432,93.6504,0.58
Papum Pare,Arunachal Pradesh,27.0725,93.6027,0.67
Papum Pare,Arunachal Pradesh,26.9315,93.4855,1.09
Papum Pare,Arunachal Pradesh,27.6221,93.0851,0.62
Papum Pare,Arunachal Pradesh,27.0714,93.655,0.47
Papum Pare,Arunachal Pradesh,27.1269,93.6058,0.87
Papum Pare,Arunachal Pradesh,27.1227,93.6919,1.01
Papum Pare,Arunachal Pradesh,27.0404,93.8064,0.64
Papum Pare,Arunachal Pradesh,27.1554,93.5831,0.46
Papum Pare,Arunachal Pradesh,27.1142,93.6016,1.16
Papum Pare,Arunachal Pradesh,27.0903,93.6136,0.66
Papum Pare,Arunachal Pradesh,27.0675,93.5308,0.67
Papum Pare,Arunachal Pradesh,27.3192,93.7044,0.82
Papum Pare,Arunachal Pradesh,27.0223,93.8169,0.51
Papum Pare,Arunachal Pradesh,27.363,93.5141,1.0
Papum Pare,Arunachal Pradesh,27.1002,93.5442,0.55
Papum Pare,Arunachal Pradesh,27.0842,93.6599,1.1
Papum Pare,Arunachal Pradesh,27.186,93.627,0.58
Papum Pare,Arunachal Pradesh,27.1372,93.6302,1.05
Papum Pare,Arunachal Pradesh,27.0569,93.6992,0.81
Papum Pare,Arunachal Pradesh,26.9359,93.6364,0.85
Papum Pare,Arunachal Pradesh,27.1362,93.6412,0.98
Papum Pare,Arunachal Pradesh,27.0554,93.6746,1.12
Papum Pare,Arunachal Pradesh,27.2813,93.868,0.6
Papum Pare,Arunachal Pradesh,27.1752,93.557,0.5
Papum Pare,Arunachal Pradesh,27.1196,93.6213,1.0
Papum Pare,Arunachal Pradesh,27.0552,94.0738,0.65
Papum Pare,Arunachal Pradesh,27.1148,93.6139,1.02
Papum Pare,Arunachal Pradesh,27.115,93.62,0.75
Papum Pare,Arunachal Pradesh,26.7302,93.2668,0.66
Papum Pare,Arunachal Pradesh,27.1282,93.3074,1.14
Papum Pare,Arunachal Pradesh,27.0703,93.5748,0.56
Papum Pare,Arunachal Pradesh,27.1467,93.8597,0.87
Papum Pare,Arunachal Pradesh,27.1077,93.6102,0.44
Papum Pare,Arunachal Pradesh,27.2456,93.4572,0.44
Papum Pare,Arunachal Pradesh,27.0917,93.6123,0.98
Papum Pare,Arunachal Pradesh,27.1088,93.5374,0.72
Papum Pare,Arunachal Pradesh,27.2399,93.8004,0.92
Papum Pare,Arunachal Pradesh,27.1797,93.5129,1.11
Papum Pare,Arunachal Pradesh,27.1124,93.6177,0.75
Papum Pare,Arunachal Pradesh,26.9725,93.5561,1.13
Papum Pare,Arunachal Pradesh,26.5791,92.9526,0.49
Papum Pare,Arunachal Pradesh,27.4037,93.7554,0.4
Papum Pare,Arunachal Pradesh,27.0109,93.5726,0.88
Papum Pare,Arunachal Pradesh,27.1658,93.6027,0.96
Papum Pare,Arunachal Pradesh,27.133,93.6954,0.98
Papum Pare,Arunachal Pradesh,27.037,93.6149,0.6
Papum Pare,Arunachal Pradesh,27.0882,93.4981,0.93
Papum Pare,Arunachal Pradesh,27.0412,93.5772,0.39
Papum Pare,Arunachal Pradesh,27.1178,93.6091,0.61
Papum Pare,Arunachal Pradesh,27.705,93.8522,0.94
Papum Pare,Arunachal Pradesh,27.1429,93.6251,1.15
Papum Pare,Arunachal Pradesh,27.1124,93.6349,0.77
Papum Pare,Arunachal Pradesh,27.1379,93.6304,0.64
Papum Pare,Arunachal Pradesh,27.1911,93.5036,0.88
Papum Pare,Arunachal Pradesh,27.0033,93.5136,0.44
Papum Pare,Arunachal Pradesh,27.1094,93.6152,1.15
Papum Pare,Arunachal Pradesh,27.3091,93.3936,0.9
Papum Pare,Arunachal Pradesh,27.1405,93.7919,0.8
Papum Pare,Arunachal Pradesh,27.1169,93.6269,0.83
Papum Pare,Arunachal Pradesh,27.2982,93.6929,0.67
Papum Pare,Arunachal Pradesh,27.189,93.7962,0.52
Papum Pare,Arunachal Pradesh,27.0612,93.9131,0.96
Papum Pare,Arunachal Pradesh,27.3666,93.5813,0.93
Papum Pare,Arunachal Pradesh,27.0103,93.5762,0.73
Papum Pare,Arunachal Pradesh,27.1596,93.5935,0.8
Papum Pare,Arunachal Pradesh,27.2318,93.473,0.4
Papum Pare,Arunachal Pradesh,27.226,93.6245,0.86
Papum Pare,Arunachal Pradesh,27.1987,93.6223,1.03
Papum Pare,Arunachal Pradesh,27.1103,93.6179,0.86
Papum Pare,Arunachal Pradesh,27.1123,93.6176,1.15
Papum Pare,Arunachal Pradesh,26.4268,93.2404,0.96
Papum Pare,Arunachal Pradesh,27.2535,93.6199,0.43
Papum Pare,Arunachal Pradesh,27.073,93.7531,1.1
Papum Pare,Arunachal Pradesh,27.101,93.6223,0.56
Papum Pare,Arunachal Pradesh,27.1165,93.6236,0.66
Papum Pare,Arunachal Pradesh,26.9127,93.5986,0.62
Papum Pare,Arunachal Pradesh,27.1022,93.5104,0.71
Papum Pare,Arunachal Pradesh,27.1083,93.6212,0.59
Papum Pare,Arunachal Pradesh,27.1675,93.6803,0.87
Papum Pare,Arunachal Pradesh,27.0775,93.5911,1.1
Papum Pare,Arunachal Pradesh,27.1004,93.6176,0.39
Papum Pare,Arunachal Pradesh,27.0752,93.6075,0.68
Papum Pare,Arunachal Pradesh,27.1754,93.5793,0.52
Papum Pare,Arunachal Pradesh,27.042,93.5692,0.87
Papum Pare,Arunachal Pradesh,27.0203,93.6845,1.03
Papum Pare,Arunachal Pradesh,27.2687,93.6282,0.83
Papum Pare,Arunachal Pradesh,27.1627,93.7755,0.87
Papum Pare,Arunachal Pradesh,27.3444,93.5647,0.65
Papum Pare,Arunachal Pradesh,27.114,93.6198,1.16
Papum Pare,Arunachal Pradesh,26.8484,93.4818,1.05
Papum Pare,Arunachal Pradesh,27.0831,93.6399,0.92
Papum Pare,Arunachal Pradesh,27.1058,93.6243,1.02
Papum Pare,Arunachal Pradesh,27.085,93.6429,0.89
Papum Pare,Arunachal Pradesh,27.112,93.6177,0.81
Papum Pare,Arunachal Pradesh,27.1597,93.6138,0.4
Papum Pare,Arunachal Pradesh,27.1012,93.5941,0.43
Papum Pare,Arunachal Pradesh,27.1141,93.6627,0.43
Papum Pare,Arunachal Pradesh,27.3644,93.1958,0.61
Papum Pare,Arunachal Pradesh,27.1092,93.6105,0.6
Papum Pare,Arunachal Pradesh,27.1095,93.4999,0.6
Papum Pare,Arunachal Pradesh,27.2313,93.5299,1.03
Papum Pare,Arunachal Pradesh,27.1788,93.5624,1.07
Papum Pare,Arunachal Pradesh,27.3162,93.6718,0.92
Papum Pare,Arunachal Pradesh,27.0999,93.5138,0.77
Papum Pare,Arunachal Pradesh,27.1418,93.4413,0.48
Papum Pare,Arunachal Pradesh,27.2418,93.423,0.47
Papum Pare,Arunachal Pradesh,27.4254,93.6583,0.98
Papum Pare,Arunachal Pradesh,27.1071,93.6317,0.87
Papum Pare,Arunachal Pradesh,27.1143,93.6419,0.54
Papum Pare,Arunachal Pradesh,27.1133,93.6453,1.06
Papum Pare,Arunachal Pradesh,27.1444,93.6982,0.57
Papum Pare,Arunachal Pradesh,27.1387,93.614,0.43
Papum Pare,Arunachal Pradesh,27.0055,93.4434,1.03
Papum Pare,Arunachal Pradesh,26.9009,93.607,0.92
Papum Pare,Arunachal Pradesh,27.2223,93.6702,0.73
Papum Pare,Arunachal Pradesh,27.1061,93.5974,1.13
Papum Pare,Arunachal Pradesh,27.1871,93.5198,1.03
Papum Pare,Arunachal Pradesh,26.96,93.775,0.41
Papum Pare,Arunachal Pradesh,27.0484,93.4507,0.8
Papum Pare,Arunachal Pradesh,27.0477,93.6246,0.64
Papum Pare,Arunachal Pradesh,27.048,93.597,0.64
Papum Pare,Arunachal Pradesh,27.0961,93.5905,0.79
Papum Pare,Arunachal Pradesh,26.8253,93.6116,0.4
Papum Pare,Arunachal Pradesh,27.133,93.6192,0.54
Papum Pare,Arunachal Pradesh,26.8145,93.8835,0.55
Papum Pare,Arunachal Pradesh,27.1152,93.6298,1.11
Papum Pare,Arunachal Pradesh,27.1071,93.5329,1.03
Papum Pare,Arunachal Pradesh,27.0969,93.5861,0.56
Papum Pare,Arunachal Pradesh,27.1355,93.5843,0.65
Papum Pare,Arunachal Pradesh,27.1361,93.6824,0.68
Papum Pare,Arunachal Pradesh,26.9247,93.4118,0.82
Papum Pare,Arunachal Pradesh,27.0813,93.6291,0.86
Papum Pare,Arunachal Pradesh,26.9878,93.5961,0.73
Papum Pare,Arunachal Pradesh,26.9927,93.7622,0.65
Papum Pare,Arunachal Pradesh,27.1338,93.4571,0.99
Papum Pare,Arunachal Pradesh,26.569,93.477,1.02
Papum Pare,Arunachal Pradesh,27.4206,93.3018,1.11
Papum Pare,Arunachal Pradesh,27.0617,93.6907,0.98
Papum Pare,Arunachal Pradesh,27.1057,93.5956,0.47
Papum Pare,Arunachal Pradesh,27.1529,93.6553,0.39
Papum Pare,Arunachal Pradesh,27.0176,93.72,0.48
Papum Pare,Arunachal Pradesh,27.1043,93.6327,1.0
Papum Pare,Arunachal Pradesh,27.6996,93.4698,1.11
Papum Pare,Arunachal Pradesh,27.1233,93.6062,0.42
Papum Pare,Arunachal Pradesh,27.2111,93.6554,1.08
Papum Pare,Arunachal Pradesh,27.1242,93.5414,0.82
Papum Pare,Arunachal Pradesh,27.1062,93.8667,1.09
Papum Pare,Arunachal Pradesh,27.2948,93.5168,0.54
Papum Pare,Arunachal Pradesh,27.1057,93.6495,0.46
Papum Pare,Arunachal Pradesh,27.1249,93.6024,0.53
Papum Pare,Arunachal Pradesh,27.1217,93.5458,1.04
Papum Pare,Arunachal Pradesh,27.2712,93.3949,1.06
Papum Pare,Arunachal Pradesh,27.1122,93.6216,1.14
Papum Pare,Arunachal Pradesh,27.2577,93.6165,0.75
Papum Pare,Arunachal Pradesh,26.9909,93.6183,0.9
Papum Pare,Arunachal Pradesh,27.1466,93.5406,1.02
Papum Pare,Arunachal Pradesh,27.1509,93.5857,0.83
Papum Pare,Arunachal Pradesh,27.1091,93.6346,0.79
Papum Pare,Arunachal Pradesh,27.1442,93.6537,0.6
Papum Pare,Arunachal Pradesh,27.3474,93.5231,1.09
Papum Pare,Arunachal Pradesh,27.0856,93.6228,0.51
Papum Pare,Arunachal Pradesh,27.1339,93.5688,0.86
Papum Pare,Arunachal Pradesh,27.0828,93.6065,1.13
Papum Pare,Arunachal Pradesh,26.9454,93.4354,0.63
Papum Pare,Arunachal Pradesh,27.0847,93.6467,0.47
Papum Pare,Arunachal Pradesh,27.2208,93.9666,0.94
Papum Pare,Arunachal Pradesh,27.1222,94.0385,0.51
Papum Pare,Arunachal Pradesh,27.1505,93.7628,0.62
Papum Pare,Arunachal Pradesh,27.0431,93.8678,0.5
Papum Pare,Arunachal Pradesh,27.3258,93.8245,0.79
Papum Pare,Arunachal Pradesh,26.9513,93.5993,0.48
Papum Pare,Arunachal Pradesh,27.0703,93.6551,1.04
Papum Pare,Arunachal Pradesh,27.1297,93.6123,0.52
Papum Pare,Arunachal Pradesh,27.1135,93.6155,0.42
Papum Pare,Arunachal Pradesh,26.8958,93.6333,0.49
Papum Pare,Arunachal Pradesh,27.082,93.764,0.44
Papum Pare,Arunachal Pradesh,27.3513,93.6945,0.56
Papum Pare,Arunachal Pradesh,27.0468,93.4195,0.46
Papum Pare,Arunachal Pradesh,27.131,93.6687,1.02
Papum Pare,Arunachal Pradesh,26.9515,93.6972,0.79
Papum Pare,Arunachal Pradesh,27.2014,93.6359,0.58
Papum Pare,Arunachal Pradesh,27.0967,93.6755,0.39
Papum Pare,Arunachal Pradesh,27.1875,94.034,0.39
Papum Pare,Arunachal Pradesh,27.1099,93.6289,0.88
Papum Pare,Arunachal Pradesh,27.0544,93.4597,1.03
Papum Pare,Arunachal Pradesh,27.2224,93.3154,0.99
Papum Pare,Arunachal Pradesh,27.2627,93.529,0.77
Papum Pare,Arunachal Pradesh,27.245,93.9374,1.0
Papum Pare,Arunachal Pradesh,27.0718,93.6228,0.48
Papum Pare,Arunachal Pradesh,27.1082,93.6342,1.02
Papum Pare,Arunachal Pradesh,27.1297,93.6806,0.77
Papum Pare,Arunachal Pradesh,27.1707,93.6293,1.02
Papum Pare,Arunachal Pradesh,27.0039,93.3972,0.43
Papum Pare,Arunachal Pradesh,26.8045,93.5184,1.01
Papum Pare,Arunachal Pradesh,26.8386,93.9131,0.88
Papum Pare,Arunachal Pradesh,27.0609,93.619,0.74
Papum Pare,Arunachal Pradesh,27.1111,93.6166,0.58
Papum Pare,Arunachal Pradesh,26.9413,93.6181,0.98
Papum Pare,Arunachal Pradesh,27.0829,93.6101,0.62
Papum Pare,Arunachal Pradesh,27.2202,93.5893,1.06
Papum Pare,Arunachal Pradesh,27.1275,93.6356,0.88
Papum Pare,Arunachal Pradesh,27.2346,93.6835,0.96
Papum Pare,Arunachal Pradesh,27.1856,93.5927,1.04
Papum Pare,Arunachal Pradesh,27.0994,93.6601,0.41
Papum Pare,Arunachal Pradesh,27.3139,93.0952,0.9
Papum Pare,Arunachal Pradesh,27.1123,93.597,0.39
Papum Pare,Arunachal Pradesh,27.0271,93.8229,0.61
Papum Pare,Arunachal Pradesh,27.1324,93.4902,0.68
Papum Pare,Arunachal Pradesh,27.2788,93.9591,0.73
Papum Pare,Arunachal Pradesh,26.5124,93.5774,1.08
Papum Pare,Arunachal Pradesh,27.1233,93.6218,0.51
Papum Pare,Arunachal Pradesh,27.1137,93.6193,1.13
Papum Pare,Arunachal Pradesh,27.1128,93.5238,0.42
Papum Pare,Arunachal Pradesh,27.0954,93.5868,1.06
Papum Pare,Arunachal Pradesh,27.5081,93.8538,1.05
Papum Pare,Arunachal Pradesh,27.1001,93.6502,0.96
Papum Pare,Arunachal Pradesh,27.1438,93.5395,0.68
Papum Pare,Arunachal Pradesh,27.1242,93.5682,0.94
Papum Pare,Arunachal Pradesh,27.1076,93.6127,0.87
Papum Pare,Arunachal Pradesh,27.1139,93.6112,0.76
Papum Pare,Arunachal Pradesh,27.182,93.4808,0.94
Papum Pare,Arunachal Pradesh,27.3992,93.0167,0.6
Papum Pare,Arunachal Pradesh,27.1418,93.505,0.91
Papum Pare,Arunachal Pradesh,27.0889,93.5814,0.96
Papum Pare,Arunachal Pradesh,27.2618,94.1912,0.89
Papum Pare,Arunachal Pradesh,27.1847,93.6704,0.7
Papum Pare,Arunachal Pradesh,27.1037,93.6423,0.93
Papum Pare,Arunachal Pradesh,27.0493,93.4576,1.09
Papum Pare,Arunachal Pradesh,27.1145,93.5912,0.58
Papum Pare,Arunachal Pradesh,27.471,93.6166,0.5
Papum Pare,Arunachal Pradesh,27.1262,93.5926,0.61
Papum Pare,Arunachal Pradesh,27.1154,93.6112,0.4
Papum Pare,Arunachal Pradesh,27.1699,93.4357,0.67
Papum Pare,Arunachal Pradesh,27.2539,93.8494,0.85
Papum Pare,Arunachal Pradesh,26.983,93.7233,0.52
Papum Pare,Arunachal Pradesh,27.1282,93.5371,1.08
Papum Pare,Arunachal Pradesh,27.0711,93.7165,0.6
Papum Pare,Arunachal Pradesh,27.1158,93.6087,0.57
Papum Pare,Arunachal Pradesh,27.4166,93.6826,1.03
Papum Pare,Arunachal Pradesh,27.1356,93.9067,0.72
Papum Pare,Arunachal Pradesh,27.2279,93.6492,0.59
Papum Pare,Arunachal Pradesh,27.1065,93.6905,0.97
Papum Pare,Arunachal Pradesh,27.1644,93.6278,0.99
Papum Pare,Arunachal Pradesh,27.1928,93.777,1.01
Papum Pare,Arunachal Pradesh,27.0105,93.7722,0.56
Papum Pare,Arunachal Pradesh,27.1094,93.6269,0.47
Papum Pare,Arunachal Pradesh,26.9959,93.6736,0.99
Papum Pare,Arunachal Pradesh,27.183,93.6466,0.58
Papum Pare,Arunachal Pradesh,26.9878,93.6881,0.72
Papum Pare,Arunachal Pradesh,27.1512,93.6225,0.83
Papum Pare,Arunachal Pradesh,27.1878,93.4171,0.44
Papum Pare,Arunachal Pradesh,26.9641,93.5804,0.92
Papum Pare,Arunachal Pradesh,27.0289,93.703,0.67
Papum Pare,Arunachal Pradesh,27.104,93.6681,0.77
Papum Pare,Arunachal Pradesh,27.0083,93.7557,0.74
Papum Pare,Arunachal Pradesh,27.1667,93.2603,0.41
Papum Pare,Arunachal Pradesh,27.1014,93.74,1.11
Papum Pare,Arunachal Pradesh,27.0848,93.6552,1.07
Papum Pare,Arunachal Pradesh,27.1217,93.6201,0.76
Papum Pare,Arunachal Pradesh,27.1179,93.5852,0.45
Papum Pare,Arunachal Pradesh,27.1186,93.6882,0.49
Papum Pare,Arunachal Pradesh,26.5706,93.3175,0.86
Papum Pare,Arunachal Pradesh,27.1607,93.686,1.0
Papum Pare,Arunachal Pradesh,27.4305,93.5457,0.63
Papum Pare,Arunachal Pradesh,27.1136,93.6279,0.91
Papum Pare,Arunachal Pradesh,27.0308,93.3363,0.8
Papum Pare,Arunachal Pradesh,27.0938,93.5737,0.52
Papum Pare,Arunachal Pradesh,26.9591,93.5924,0.74
Papum Pare,Arunachal Pradesh,27.1071,93.6582,0.91
Papum Pare,Arunachal Pradesh,27.3855,93.3726,0.81
Papum Pare,Arunachal Pradesh,27.1926,93.7059,0.89
Papum Pare,Arunachal Pradesh,26.8554,93.3325,1.06
Papum Pare,Arunachal Pradesh,27.0928,93.5652,0.6
Papum Pare,Arunachal Pradesh,27.2806,93.2416,1.14
