paper_id,title,topic,citations,year,cluster,arxiv_id,pca_x,pca_y
191,The complexity of computation in bit streams,Problem-Algorithm,3000,2015,18,1504.00834v1,-0.26333092908427863,-0.1429555832292054
192,Evaluation Evaluation a Monte Carlo study,Systems-Information,3000,2015,3,1504.00854v1,0.03971032723182587,-0.06933468917571337
193,Antisocial Behavior in Online Discussion Communities,User-Users,3000,2015,13,1504.00680v2,-0.14386371531398584,-0.15580493436078982
194,Information Recovery from Pairwise Measurements,Graph-Graphs,3000,2015,2,1504.01369v4,-0.2181463498051044,-0.1562977580022043
195,A Unified Deep Neural Network for Speaker and Language Recognition,Networks-Neural,3000,2015,0,1504.00923v1,0.1066114352582303,0.025562184176741908
196,A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,Networks-Neural,3000,2015,0,1504.00941v2,-0.16909197011509253,0.08009849972719955
197,Monte Carlo Localization in Hand-Drawn Maps,Problem-Algorithm,3000,2015,18,1504.00522v1,-0.25718992321336376,-0.09977742331717668
198,A Formalisation of Finite Automata using Hereditarily Finite Sets,Problem-Algorithm,3000,2015,18,1505.01662v1,-0.14868114698782964,-0.1549306958319985
199,A Tractable Model of the LTE Access Reservation Procedure for Machine-Type Communications,Model-Models,3000,2015,6,1505.01713v3,0.03537406094736725,-0.007689837707372138
200,Development of a Burst Buffer System for Data-Intensive Applications,Data-Model,3000,2015,8,1505.01765v1,0.12171448496271674,0.012366071417167722
201,Will the Area Spectral Efficiency Monotonically Grow as Small Cells Go Dense?,Systems-Information,2500,2015,3,1505.01920v2,-0.05979548587934457,0.005637652441367178
202,Wireless Multicast for Zoomable Video Streaming,User-Users,2510,2015,13,1505.01933v1,-0.18785983888962302,-0.09333934707608547
203,Estimating the Margin of Victory of an Election using Sampling,Problem-Algorithm,2520,2015,18,1505.00566v1,-0.2923967425730561,-0.09866720706681674
204,Higher Order Maximum Persistency and Comparison Theorems,Problem-Algorithm,2530,2015,18,1505.00571v1,-0.21152674721898743,-0.05958869670683288
205,Estimation from Pairwise Comparisons: Sharp Minimax Bounds with Topology Dependence,Model-Models,2540,2015,6,1505.01462v1,0.12301425633113733,-0.13889027749076716
206,140 Characters to Victory?: Using Twitter to Predict the UK 2015 General Election,Systems-Information,2550,2015,3,1505.01511v1,-0.026737321007690246,-0.024043489382464412
207,An algebraic approach to temporal network analysis based on temporal quantities,Networks-Neural,2560,2015,0,1505.01569v2,-0.17570349005059901,0.21162664158225344
208,Mining Measured Information from Text,Text-Datasets,2570,2015,5,1505.01072v1,-0.05550221135936985,-0.11258255243566945
209,An event-based architecture for solving constraint satisfaction problems,Problem-Algorithm,2580,2015,18,1505.01139v1,-0.16862782640960702,0.02454597387619476
210,Fast Differentially Private Matrix Factorization,Problem-Algorithm,2590,2015,18,1505.01419v2,-0.058500312764853485,-0.07720275549391908
211,Growing the Digital Repository of Mathematical Formulae with Generic LaTeX Sources,Image-Images,2600,2015,10,1505.01431v4,-0.022574797072889775,-0.05204602448716633
212,A novel plasticity rule can explain the development of sensorimotor intelligence,Systems-Information,2610,2015,3,1505.00835v1,-0.044783600174319343,-0.0063417500333671955
213,Multi-view Convolutional Neural Networks for 3D Shape Recognition,3D-Images,2620,2015,7,1505.00880v3,-0.01711078571776886,0.021362664924482883
214,Using higher-order Fourier analysis over general fields,Systems-Information,2630,2015,3,1505.00619v1,-0.18796944872397675,-0.08450895874371121
215,TuPAQ: An Efficient Planner for Large-scale Predictive Analytic Queries,Text-Datasets,2640,2015,5,1502.00068v2,0.08470522839446695,-0.01385508578416966
216,Combining k-Induction with Continuously-Refined Invariants,Systems-Information,2650,2015,3,1502.00096v1,-0.03309520838918332,-0.04524202159251815
217,Context-aware Computing in the Internet of Things: A Survey on Internet of Things From Industrial Market Perspective,Communication-Networks,2660,2015,17,1502.00164v1,-0.0944928100098664,-0.10410274660087475
218,Cost-Efficient Throughput Maximization in Multi-Carrier Cognitive Radio Systems,User-Users,2670,2015,13,1502.00588v1,-0.1652816695956481,-0.05818957670286484
219,Monitoring Term Drift Based on Semantic Consistency in an Evolving Vector Field,Image-Images,2680,2015,10,1502.01753v1,-0.008735082431096304,-0.016715422126856016
220,Bitcoin Transaction Graph Analysis,Graph-Graphs,2690,2015,2,1502.01657v1,-0.24146460581465604,-0.16136797372545067
221,Text Understanding from Scratch,Text-Datasets,2700,2015,5,1502.01710v5,0.1834665383485774,-0.049428031352848296
222,Optimization of Quality of Experience through File Duplication in Video Sharing Servers,Problem-Algorithm,2710,2015,18,1502.01120v1,-0.14710515745811975,-0.026380527450270103
223,Exploiting Multimodal Biometrics in E-Privacy Scheme for Electronic Health Records,Systems-Information,2720,2015,3,1502.01233v1,-0.005293952966232046,-0.1135953567575178
224,Incremental Knowledge Base Construction Using DeepDive,Systems-Information,2730,2015,3,1502.00731v4,-0.04565666564900606,-0.009090998498384774
225,F0 Modeling In Hmm-Based Speech Synthesis System Using Deep Belief Network,Speech-Recognition,2740,2015,9,1502.05213v1,0.024677432775407886,0.06295595855653355
226,Lessons from the Coinseminar,Networks-Neural,2750,2015,0,1502.05260v1,-0.14915948679234395,0.026887081924185565
227,Scheduling Storms and Streams in the Cloud,Graph-Graphs,2760,2015,2,1502.05968v1,-0.2680757697378692,-0.09248456770746974
228,Incentive Design and Market Evolution of Mobile User-Provided Networks,User-Users,2770,2015,13,1502.06327v2,-0.13995862722354108,0.04867025817624339
229,Network Geometry Inference using Common Neighbors,Networks-Neural,2780,2015,0,1502.05578v2,-0.12190127254911957,0.14905870483907638
230,Planar Linkages Following a Prescribed Motion,Problem-Algorithm,2790,2015,18,1502.05623v2,-0.3468330069362785,-0.06855028184230606
231,NP-Hardness and Inapproximability of Sparse PCA,Systems-Information,2800,2015,3,1502.05675v2,-0.22400359800981617,-0.13065867028037295
232,Intra-and-Inter-Constraint-based Video Enhancement based on Piecewise Tone Mapping,Visual-Video,2810,2015,16,1502.06080v1,-0.09179061171460695,0.0009468728780004785
233,A Privacy-Preserving QoS Prediction Framework for Web Service Recommendation,User-Users,2820,2015,13,1502.06084v2,0.025788745314660275,-0.06674150983588345
234,Reinforcement Learning in a Neurally Controlled Robot Using Dopamine Modulated STDP,Learning-Deep,2830,2015,12,1502.06096v1,-0.033797974125875443,0.26256221773749416
235,"Rule-and Dictionary-based Solution for Variations in Written Arabic Names in Social Networks, Big Data, Accounting Systems and Large Databases",Problem-Algorithm,2840,2015,18,1502.05441v1,-0.18866674782414022,-0.04043607655103977
236,Optimizing Text Quantifiers for Multivariate Loss Functions,Text-Datasets,2850,2015,5,1502.05491v2,0.006792675188347774,0.12782188851772103
237,Rectified Factor Networks,Networks-Neural,2860,2015,0,1502.06464v2,-0.020177919828612476,0.19477097464867762
238,Binary Embedding: Fundamental Limits and Fast Algorithm,Problem-Algorithm,2870,2015,18,1502.05746v2,-0.18970717189965913,-0.0718093265734123
239,NeuroSVM: A Graphical User Interface for Identification of Liver Patients,Model-Models,2880,2015,6,1502.05534v1,0.03649809161213596,0.1033549692028309
240,System M: A Program Logic for Code Sandboxing and Identification,Systems-Information,2890,2015,3,1501.05673v1,-0.03507309337811404,-0.13624098119621886
241,Infinite Communication Complexity,Communication-Networks,2900,2015,17,1501.05814v1,-0.15985759718968243,-0.12133820973419646
242,An $O(n^ε)$ Space and Polynomial Time Algorithm for Reachability in Directed Layered Planar Graphs,Graph-Graphs,2910,2015,2,1501.05828v1,-0.39171806999747877,-0.13925048142384155
243,IFC Inside: Retrofitting Languages with Dynamic Information Flow Control (Extended Version),Systems-Information,2920,2015,3,1501.04132v1,0.01177430754330779,-0.26120685626526396
244,Distributed Resource Allocation in D2D-Enabled Multi-tier Cellular Networks: An Auction Approach,Communication-Networks,2930,2015,17,1501.04199v2,-0.14675983465923315,0.03970513217307519
245,Service Provisioning and Profit Maximization in Network-assisted Adaptive HTTP Streaming,Networks-Neural,2940,2015,0,1501.04254v1,-0.08767253128180327,0.09703035927114056
246,A Hybrid Approach to Web Service Recommendation Based on QoS-Aware Rating and Ranking,Systems-Information,2950,2015,3,1501.04298v1,-0.04004557002276947,0.01226277433911245
247,!-Graphs with Trivial Overlap are Context-Free,Graph-Graphs,2960,2015,2,1501.06059v3,-0.19998816070630443,-0.20228370452283562
248,Constrained Extreme Learning Machines: A Study on Classification Cases,Learning-Deep,2970,2015,12,1501.06115v2,0.051686621904552324,0.3080342352355116
249,"Dynamics of Belief: Abduction, Horn Knowledge Base And Database Updates",Systems-Information,2980,2015,3,1501.06206v2,-0.13876113446091026,-0.12785628188050252
250,Sliding window-based Contention Resolution Diversity Slotted ALOHA,Systems-Information,2990,2015,3,1501.05902v1,-0.09281497082536604,-0.030599474146637825
251,IAN: Combining Generative Adversarial Networks for Imaginative Face Generation,Image-Images,2000,2019,10,1904.07916v1,0.04613397219031043,0.08851571794451762
252,Devil is in the Edges: Learning Semantic Boundaries from Noisy Annotations,Image-Images,2010,2019,10,1904.07934v2,0.027251734562898425,0.17338690072863694
253,3D Shape Synthesis for Conceptual Design and Optimization Using Variational Autoencoders,3D-Images,2020,2019,7,1904.07964v1,0.014876140485753524,0.03395563555323534
254,DNN Architecture for High Performance Prediction on Natural Videos Loses Submodule's Ability to Learn Discrete-World Dataset,Text-Datasets,2030,2019,5,1904.07969v1,-0.02386203895192716,0.05156814440403978
255,Query Expansion for Cross-Language Question Re-Ranking,Systems-Information,2040,2019,3,1904.07982v1,0.026370281586619502,-0.21978146208565275
256,How to define co-occurrence in different domains of study?,Systems-Information,2050,2019,3,1904.08010v1,-0.06460825473452551,-0.11728247457904749
257,People infer recursive visual concepts from just a few examples,Visual-Video,2060,2019,16,1904.08034v2,0.13009472429390964,0.17575504102801465
258,Neural Message Passing for Multi-Label Classification,Networks-Neural,2070,2019,0,1904.08049v1,-0.015241252316988646,0.20852154563313005
259,Sparseout: Controlling Sparsity in Deep Networks,Networks-Neural,2080,2019,0,1904.08050v1,0.09462051081383566,0.3129156314383685
260,Posterior-regularized REINFORCE for Instance Selection in Distant Supervision,Text-Datasets,2090,2019,5,1904.08051v1,0.05202379817438264,0.07252427891210196
261,Collaboration Analysis Using Deep Learning,Learning-Deep,2100,2019,12,1904.08066v1,0.04805601399851864,0.2661572212455526
262,Towards Smart and Reconfigurable Environment: Intelligent Reflecting Surface Aided Wireless Network,Communication-Networks,2110,2019,17,1905.00152v5,-0.11703049851573256,0.05682621116646012
263,Automatic Dataset Augmentation Using Virtual Human Simulation,Detection-Based,2120,2019,1,1905.00261v1,0.12546981443456753,0.20831568971766196
264,MAVSec: Securing the MAVLink Protocol for Ardupilot/PX4 Unmanned Aerial Systems,Communication-Networks,2130,2019,17,1905.00265v2,-0.17872303080601165,-0.0857668141559042
265,Robust Dense Mapping for Large-Scale Dynamic Environments,Visual-Video,2140,2019,16,1905.02781v1,-0.006891054711638845,-0.053099311063973566
266,A SAT-based System for Consistent Query Answering,Problem-Algorithm,2150,2019,18,1905.02828v1,-0.18896165847472696,-0.058563996675554696
267,Feature Selection and Feature Extraction in Pattern Analysis: A Literature Review,Image-Images,2160,2019,10,1905.02845v1,0.045504058516497685,0.07803806921940341
268,FAQ Retrieval using Query-Question Similarity and BERT-Based Query-Answer Relevance,Text-Datasets,2170,2019,5,1905.02851v2,0.03763782712077025,-0.05448644114624897
269,Design and Optimization of Conforming Lattice Structures,3D-Images,2180,2019,7,1905.02902v1,-0.0703181908773921,-0.026365716089865175
270,ShapeGlot: Learning Language for Shape Differentiation,3D-Images,2190,2019,7,1905.02925v1,0.26810204318467584,-0.026683125862667086
271,Text2Node: a Cross-Domain System for Mapping Arbitrary Phrases to a Taxonomy,Text-Datasets,2200,2019,5,1905.01958v1,0.17089325462575286,-0.04146513552752557
272,Who wrote this book? A challenge for e-commerce,Networks-Neural,2210,2019,0,1905.01973v1,0.0538782040210376,0.2349358468633929
273,AI-Powered Text Generation for Harmonious Human-Machine Interaction: Current State and Future Directions,Text-Datasets,2220,2019,5,1905.01984v1,0.1109468545092502,-0.035634138909470627
274,A Content-Based Approach to Email Triage Action Prediction: Exploration and Evaluation,User-Users,2230,2019,13,1905.01991v1,-0.09682585323809867,0.05488616819216153
275,A Persona-based Multi-turn Conversation Model in an Adversarial Learning Framework,Model-Models,2240,2019,6,1905.01998v1,0.10208740043552259,0.13770342800745386
276,Conditioning LSTM Decoder and Bi-directional Attention Based Question Answering System,Model-Models,2250,2019,6,1905.02019v1,0.008307042406999069,0.06781859464846
277,Adversarial Image Translation: Unrestricted Adversarial Examples in Face Recognition Systems,Adversarial-Attacks,2260,2019,14,1905.03421v3,0.012625846629605223,0.08516919487819163
278,Variable Neighborhood Search for the Bin Packing Problem with Compatible Categories,Problem-Algorithm,2270,2019,18,1905.03427v1,-0.39127978910947137,-0.09448528512472067
279,Robust Federated Training via Collaborative Machine Teaching using Trusted Instances,Data-Model,2280,2019,8,1905.02941v1,0.2058672570637838,0.24801142995754724
280,Deep Landscape Forecasting for Real-time Bidding Advertising,Model-Models,2290,2019,6,1905.03028v2,0.07726164778406043,0.20659464908901712
281,PiNet: A Permutation Invariant Graph Neural Network for Graph Classification,Graph-Graphs,2300,2019,2,1905.03046v1,-0.15411804951916877,0.1642517859460187
282,Generalized formal model of big data,Data-Model,2310,2019,8,1905.03061v1,0.28792350121689736,0.04674235472170051
283,Training a Fast Object Detector for LiDAR Range Images Using Labeled Data from Sensors with Higher Resolution,Detection-Based,2320,2019,1,1905.03066v3,0.07368183598202778,0.21892600739300003
284,Image-based reconstruction for the impact problems by using DPNNs,Networks-Neural,2330,2019,0,1905.03229v3,-0.053101743450720815,0.2960984438431727
285,Universal Sound Separation,Speech-Recognition,2340,2019,9,1905.03330v2,-0.0385790632671658,0.06512636835593055
286,Regression Equilibrium,Learning-Deep,2350,2019,12,1905.02576v1,-0.10317828121974201,0.13948810993516228
287,Learning Unsupervised Multi-View Stereopsis via Robust Photometric Consistency,3D-Images,2360,2019,7,1905.02706v2,0.06915611260705792,0.2102940969030948
288,Image Matters: Scalable Detection of Offensive and Non-Compliant Content / Logo in Product Images,Image-Images,2370,2019,10,1905.02234v2,0.044832865311036474,0.07831331535483352
289,Source Generator Attribution via Inversion,Image-Images,2380,2019,10,1905.02259v2,-0.07720402599942748,0.058920761483318325
290,CrossTrainer: Practical Domain Adaptation with Loss Reweighting,Data-Model,2390,2019,8,1905.02304v1,0.1530190912274819,-0.05405138591049914
291,Is a Single Embedding Enough? Learning Node Representations that Capture Multiple Social Contexts,Graph-Graphs,2400,2019,2,1905.02138v1,-0.1492949385798993,0.13707030625070626
292,Age of Information Scaling in Large Networks with Hierarchical Cooperation,User-Users,2410,2019,13,1905.02178v1,-0.17436060714749502,-0.021942261831862785
293,Back to the Future: Predicting Traffic Shockwave Formation and Propagation Using a Convolutional Encoder-Decoder Network,Networks-Neural,2420,2019,0,1905.02197v1,-0.10326955763181134,0.21709881897100228
294,ARCHANGEL: Tamper-proofing Video Archives using Temporal Content Hashes on the Blockchain,Visual-Video,2430,2019,16,1904.12059v1,-0.04507904112252189,0.009579116857727502
295,Authenticated Key-Value Stores with Hardware Enclaves,Data-Model,2440,2019,8,1904.12068v3,0.0735596958050119,-0.017484586661792253
296,A Novel Fuzzy Search Approach over Encrypted Data with Improved Accuracy and Efficiency,Systems-Information,2450,2019,3,1904.12111v2,0.008290826095874242,-0.040288424283254555
297,Incorporating Symbolic Sequential Modeling for Speech Enhancement,Speech-Recognition,2460,2019,9,1904.13142v3,0.02675933533794851,-0.05082025223526592
298,Test Selection for Deep Learning Systems,Learning-Deep,2470,2019,12,1904.13195v1,0.22527695463616104,0.21239922635600803
299,Semantic Referee: A Neural-Symbolic Framework for Enhancing Geospatial Semantic Segmentation,Image-Images,2480,2019,10,1904.13196v1,0.02237687937883844,0.15889527645740245
300,Relation-Shape Convolutional Neural Network for Point Cloud Analysis,Networks-Neural,2490,2019,0,1904.07601v3,-0.044652209389527235,0.1979831800438246
301,Medical device surveillance with electronic health records,Data-Model,1500,2019,8,1904.07640v1,0.1857186386474618,0.15362394837603718
302,Fast Commutative Matrix Algorithm,Problem-Algorithm,1510,2019,18,1904.07683v2,-0.358786222704063,-0.07867107665675763
303,Advanced Customer Activity Prediction based on Deep Hierarchic Encoder-Decoders,Learning-Deep,1520,2019,12,1904.07687v4,0.05517772456294767,0.23270941164475076
304,"Short Text Topic Modeling Techniques, Applications, and Performance: A Survey",Text-Datasets,1530,2019,5,1904.07695v1,-0.020625670627580986,-0.01642081459889666
305,Contextual Aware Joint Probability Model Towards Question Answering System,Model-Models,1540,2019,6,1904.08109v1,0.0526562987375406,-0.06760140584839941
306,Bayesian policy selection using active inference,Learning-Deep,1550,2019,12,1904.08149v2,-0.12187698480393729,0.10315711013907572
307,Downhole Track Detection via Multiscale Conditional Generative Adversarial Nets,Detection-Based,1560,2019,1,1904.08177v1,-0.116511288078698,0.1275216665728603
308,BS-Nets: An End-to-End Framework For Band Selection of Hyperspectral Image,Networks-Neural,1570,2019,0,1904.08269v1,-0.06846360115490825,0.16192724872962896
309,Time-series Insights into the Process of Passing or Failing Online University Courses using Neural-Induced Interpretable Student States,Data-Model,1580,2019,8,1905.00422v1,0.17023234214300229,0.0052069059183268455
310,Globally optimal vertical direction estimation in Atlanta World,Problem-Algorithm,1590,2019,18,1904.12717v2,-0.22329230815381695,-0.028280207866999266
311,Accurate MapReduce Algorithms for $k$-median and $k$-means in General Metric Spaces,Problem-Algorithm,1600,2019,18,1904.12728v2,-0.17932988929074486,-0.06153499372797299
312,"Localization, Detection and Tracking of Multiple Moving Sound Sources with a Convolutional Recurrent Neural Network",Detection-Based,1610,2019,1,1904.12769v1,-0.07589243044728648,0.1857775230152353
313,Unsupervised Data Augmentation for Consistency Training,Data-Model,1620,2019,8,1904.12848v6,0.3454589578063829,0.25337074639921486
314,Challenges of Real-World Reinforcement Learning,Text-Datasets,1630,2019,5,1904.12901v1,-0.049649738227792714,-0.03604226093261205
315,Community Detection and Growth Potential Prediction Using the Stochastic Block Model and the Long Short-term Memory from Patent Citation Networks,Networks-Neural,1640,2019,0,1904.12986v1,-0.0026627204529200833,0.10195346400577168
316,You can't see what you can't see: Experimental evidence for how much relevant information may be missed due to Google's Web search personalisation,Systems-Information,1650,2019,3,1904.13022v2,-0.1198853439702685,-0.1395083648984402
317,"Please, do not decentralize the Internet with (permissionless) blockchains!",Networks-Neural,1660,2019,0,1904.13093v1,-0.1369736415555572,-0.003967225006313753
318,Winner-Take-All Computation in Spiking Neural Networks,Networks-Neural,1670,2019,0,1904.12591v1,-0.15682475303709997,0.2287536521072576
319,Coevo: a collaborative design platform with artificial agents,Systems-Information,1680,2019,3,1904.13333v1,0.06129075190394578,-0.2446978722094731
320,Behavioral Program Logic and LAGC Semantics without Continuations (Technical Report),Systems-Information,1690,2019,3,1904.13338v1,0.0007511798783855488,-0.08183170874519222
321,Gradient Coding Based on Block Designs for Mitigating Adversarial Stragglers,Adversarial-Attacks,1700,2019,14,1904.13373v1,-0.07412577547596028,0.0344001329307239
322,GazeCorrection:Self-Guided Eye Manipulation in the wild using Self-Supervised Generative Adversarial Networks,Image-Images,1710,2019,10,1906.00805v1,0.0898067561182901,0.11187095030216984
323,Self-supervised Body Image Acquisition Using a Deep Neural Network for Sensorimotor Prediction,Image-Images,1720,2019,10,1906.00825v1,-0.02847585608675693,0.280685871703671
324,From Words to Sentences: A Progressive Learning Approach for Zero-resource Machine Translation with Visual Pivots,Image-Images,1730,2019,10,1906.00872v1,0.13198097168685505,0.24282822375235044
325,User Traffic Prediction for Proactive Resource Management: Learning-Powered Approaches,Learning-Deep,1740,2019,12,1906.00951v1,-0.005909638230535294,0.2921167804350933
326,Probabilistic Existence Results for Parent-Identifying Schemes,Systems-Information,1750,2019,3,1906.01031v1,-0.21589361605461246,-0.12983944120306407
327,Neural networks grown and self-organized by noise,Networks-Neural,1760,2019,0,1906.01039v1,-0.14390242443720558,0.1940955098176923
328,A Surprising Density of Illusionable Natural Speech,Speech-Recognition,1770,2019,9,1906.01040v3,0.02935964542024659,-0.03974836433885085
329,On Romeo and Juliet Problems: Minimizing Distance-to-Sight,Problem-Algorithm,1780,2019,18,1906.01114v1,-0.3916716392786444,-0.09870188743153813
330,Analysis and Improvement of Adversarial Training in DQN Agents With Adversarially-Guided Exploration (AGE),Adversarial-Attacks,1790,2019,14,1906.01119v1,-0.025612837608083486,0.11652642836614463
331,Adversarial Exploitation of Policy Imitation,Adversarial-Attacks,1800,2019,14,1906.01121v1,0.09348909132790748,0.1291553258009423
332,Sequential Triggers for Watermarking of Deep Reinforcement Learning Policies,Learning-Deep,1810,2019,12,1906.01126v1,0.07206077944835024,0.3064996517076514
333,A Review of Automated Speech and Language Features for Assessment of Cognitive and Thought Disorders,Speech-Recognition,1820,2019,9,1906.01157v2,0.08496376632721438,-0.18469078169109177
334,Transfer Learning with intelligent training data selection for prediction of Alzheimer's Disease,Text-Datasets,1830,2019,5,1906.01160v1,0.19858742673440385,0.27339576796521986
335,Resolving Gendered Ambiguous Pronouns with BERT,Task-Tasks,1840,2019,15,1906.01161v2,0.01626729337159641,-0.0800096635177947
336,Learning Attention-based Embeddings for Relation Prediction in Knowledge Graphs,Model-Models,1850,2019,6,1906.01195v1,0.006448863956063282,0.08922259780985115
337,Anonymity Network Tor and Performance Analysis of ARANEA; an IOT Based Privacy-Preserving Router,User-Users,1860,2019,13,1906.01276v1,-0.04804191416658633,-0.03470834384735979
338,Information Competing Process for Learning Diversified Representations,Task-Tasks,1870,2019,15,1906.01288v3,-0.01184566551290953,0.16240587415196597
339,Optimal Unsupervised Domain Translation,Text-Datasets,1880,2019,5,1906.01292v1,-0.09600867889517342,-0.0361686416418884
340,Rapidly-Exploring Quotient-Space Trees: Motion Planning using Sequential Simplifications,Problem-Algorithm,1890,2019,18,1906.01350v2,-0.20618271640759434,-0.03246429997410779
341,Autonomous Reinforcement Learning of Multiple Interrelated Tasks,Task-Tasks,1900,2019,15,1906.01374v1,0.07174064239551699,0.1157750327962739
342,Nemesyst: A Hybrid Parallelism Deep Learning-Based Framework Applied for Internet of Things Enabled Food Retailing Refrigeration Systems,Learning-Deep,1910,2019,12,1906.01600v2,0.1497907745464187,0.2563128906105324
343,Neuromorphic Architecture Optimization for Task-Specific Dynamic Learning,Learning-Deep,1920,2019,12,1906.01668v1,0.005870867234991693,0.32937266043927393
344,An Introduction to a New Text Classification and Visualization for Natural Language Processing Using Topological Data Analysis,Data-Model,1930,2019,8,1906.01726v1,0.15886139056869772,-0.04449534618759412
345,Truncated Cauchy Non-negative Matrix Factorization,Text-Datasets,1940,2019,5,1906.00495v1,0.10131413302826316,0.03172311357547976
346,Listening while Speaking and Visualizing: Improving ASR through Multimodal Chain,Speech-Recognition,1950,2019,9,1906.00579v3,0.15682507751993924,0.019986750156187432
347,A Direct $\tilde{O}(1/ε)$ Iteration Parallel Algorithm for Optimal Transport,Problem-Algorithm,1960,2019,18,1906.00618v1,-0.3874621971008327,-0.013328646161174684
348,Computing Valid p-values for Image Segmentation by Selective Inference,Image-Images,1970,2019,10,1906.00629v2,-0.15909006350218322,-0.003036735974514546
349,The Adversarial Machine Learning Conundrum: Can The Insecurity of ML Become The Achilles' Heel of Cognitive Networks?,Adversarial-Attacks,1980,2019,14,1906.00679v1,-0.0062730120534787775,0.19975215936466126
350,Hierarchical Decision Making by Generating and Following Natural Language Instructions,Llms-Language,1990,2019,4,1906.00744v5,0.24025557835862305,-0.2625097228352146
351,Effects of Packet Loss and Jitter on VoLTE Call Quality,Systems-Information,2000,2019,3,1906.00750v1,-0.03232615478345167,0.003305725942668384
352,RL4health: Crowdsourcing Reinforcement Learning for Knee Replacement Pathway Optimization,Learning-Deep,2010,2019,12,1906.01407v1,-0.0933824228550879,0.13397034818350317
353,Knowledge-augmented Column Networks: Guiding Deep Learning with Advice,Learning-Deep,2020,2019,12,1906.01432v1,0.1962004023457182,0.25181960198786707
354,Options as responses: Grounding behavioural hierarchies in multi-agent RL,Task-Tasks,2030,2019,15,1906.01470v3,-0.006502681895270859,0.1739686235073243
355,Embedded hyper-parameter tuning by Simulated Annealing,Systems-Information,2040,2019,3,1906.01504v1,-0.1423203308624337,0.07442300996136647
356,Text-based Editing of Talking-head Video,Visual-Video,2050,2019,16,1906.01524v1,-0.030890282657790643,-0.023251710775626325
357,Privacy-preserving Crowd-guided AI Decision-making in Ethical Dilemmas,Ai-Systems,2060,2019,11,1906.01562v2,0.021401579750582957,-0.1286006625170491
358,"Gamification of Enterprise Systems: A Synthesis of Mechanics, Dynamics, and Risks",User-Users,2070,2019,13,1906.01577v1,-0.09525935021343182,-0.14748313138598387
359,DeepMapping: Unsupervised Map Estimation From Multiple Point Clouds,Networks-Neural,2330,2018,0,1811.11397v2,-0.06256147654318239,0.14696994265195332
360,Efficient Architecture-Aware Acceleration of BWA-MEM for Multicore Systems,Data-Model,2090,2019,8,1907.12931v1,-0.009704245475422146,-0.0812291480182799
361,Learning through Probing: a decentralized reinforcement learning architecture for social dilemmas,Learning-Deep,2350,2018,12,1809.10007v2,0.059162130631950506,0.3354030638372851
362,Finding Social Media Trolls: Dynamic Keyword Selection Methods for Rapidly-Evolving Online Debates,Detection-Based,2110,2019,1,1911.05332v2,-0.01102189803190514,-0.0854189592992926
363,A Generative Model of Textures Using Hierarchical Probabilistic Principal Component Analysis,Model-Models,2370,2018,6,1810.06892v1,0.08693124900782667,0.025638379859794554
364,Flip Distance to some Plane Configurations,Problem-Algorithm,2130,2019,18,1905.00791v1,-0.23989785133421948,-0.1194276990381836
365,A Statistically Principled and Computationally Efficient Approach to Speech Enhancement using Variational Autoencoders,Speech-Recognition,2140,2019,9,1905.01209v2,0.030408655658234657,-0.01731595773718801
366,Unsupervised Attention-guided Image to Image Translation,Image-Images,2400,2018,10,1806.02311v3,0.022451110083655947,0.02636095873835414
367,Program Synthesis from Visual Specification,User-Users,2410,2018,13,1806.00938v1,-0.19288084044386117,-0.12661332377186904
368,"Lagrange Coded Computing: Optimal Design for Resiliency, Security and Privacy",Systems-Information,2420,2018,3,1806.00939v4,-0.09942926839001844,0.011767246515115378
369,A Game-Theoretic Approach to Recommendation Systems with Strategic Content Providers,Systems-Information,2430,2018,3,1806.00955v3,-0.09793082663521603,-0.08788560647468224
370,Automatic Clustering of a Network Protocol with Weakly-Supervised Clustering,Networks-Neural,2440,2018,0,1806.00981v1,-0.09712732875609335,0.11414323979205188
371,iFair: Learning Individually Fair Data Representations for Algorithmic Decision Making,Task-Tasks,2450,2018,15,1806.01059v2,0.06365147320367102,0.14865267054985218
372,Analysis of Search Stratagem Utilisation,Systems-Information,2460,2018,3,1806.05259v1,-0.12272083816586157,-0.11073494080152638
373,Apuntes de Redes Neuronales Artificiales,Networks-Neural,2470,2018,0,1806.05298v1,-0.14386656152285662,0.33849553900492585
374,Convergence of Learning Dynamics in Information Retrieval Games,Learning-Deep,2480,2018,12,1806.05359v3,0.006180235198565269,0.18869392495822762
375,ServeNet: A Deep Neural Network for Web Services Classification,Learning-Deep,2490,2018,12,1806.05437v3,0.0642164845337846,0.42724474890452147
376,NetScore: Towards Universal Metrics for Large-scale Performance Analysis of Deep Neural Networks for Practical On-Device Edge Usage,Networks-Neural,2500,2018,0,1806.05512v2,-0.036520767502595274,0.3045316905311664
377,Generative Neural Machine Translation,Model-Models,2510,2018,6,1806.05138v1,0.219788044872376,0.08889182535927086
378,Generating Sentences Using a Dynamic Canvas,Text-Datasets,2520,2018,5,1806.05178v1,0.045085181085386436,-0.017426335747439094
379,Market-Oriented Information Trading in Internet of Things (IoT) for Smart Cities,Systems-Information,2530,2018,3,1806.05583v1,-0.0909457089449158,-0.11725085155751896
