lat,lon,forest_loss_sq_km,region
28.851,96.6997,24.51,northeast
26.2546,92.8541,13.49,northeast
26.3567,90.7301,56.15,northeast
24.349,95.2603,43.12,northeast
27.1823,90.995,120.0,northeast
23.1551,95.4387,50.78,northeast
24.1171,90.0096,68.5,northeast
28.9049,94.0936,60.56,northeast
24.1454,94.469,50.79,northeast
23.8197,95.0073,59.52,northeast
25.9229,89.3757,120.0,northeast
26.6224,92.3696,61.52,northeast
23.8129,92.7174,88.51,northeast
25.042,89.7177,47.16,northeast
27.9999,92.8326,55.26,northeast
24.561,96.1773,64.05,northeast
27.3311,91.3819,120.0,northeast
25.6353,96.3654,38.58,northeast
28.8317,90.8817,90.83,northeast
27.1814,93.147,60.46,northeast
24.8838,93.2341,28.53,northeast
25.5058,90.6691,59.89,northeast
26.707,95.6187,105.4,northeast
27.6829,91.2437,29.53,northeast
24.8604,92.3274,52.72,northeast
28.8868,96.34,11.32,northeast
25.1305,91.0374,57.26,northeast
28.249,91.8249,53.55,northeast
24.0888,93.9416,68.99,northeast
28.7074,92.0274,10.0,northeast
23.8705,93.0559,79.45,northeast
28.9672,91.9232,66.81,northeast
27.4454,95.8172,55.78,northeast
27.1364,93.1583,29.91,northeast
28.1179,90.5419,83.06,northeast
23.7637,91.9075,23.72,northeast
24.7333,91.4013,105.18,northeast
24.8973,96.7897,11.61,northeast
24.6311,90.9335,12.78,northeast
25.0863,91.1934,74.08,northeast
24.3108,94.6471,41.27,northeast
27.2534,94.7444,24.27,northeast
28.1394,96.9461,56.37,northeast
26.8022,90.2482,120.0,northeast
25.095,91.079,29.12,northeast
25.5443,94.1903,120.0,northeast
27.6664,91.2784,25.66,northeast
24.9363,89.9596,12.3,northeast
28.6102,92.5984,68.8,northeast
23.9436,96.1039,65.15,northeast
28.3504,92.5128,47.23,northeast
27.8497,95.1374,27.43,northeast
23.1155,92.1978,82.68,northeast
23.5137,91.5572,71.77,northeast
26.8937,91.8677,89.36,northeast
23.6035,89.7077,25.01,northeast
28.3279,94.2552,41.16,northeast
27.4045,95.0928,58.33,northeast
26.9546,94.7524,12.22,northeast
26.1957,93.3103,45.21,northeast
26.4865,92.7653,71.75,northeast
25.934,95.6615,57.36,northeast
28.3621,91.7397,74.16,northeast
25.5062,90.6924,32.29,northeast
27.0073,93.1533,120.0,northeast
27.5213,96.2565,22.91,northeast
25.9186,93.1589,41.12,northeast
23.362,93.238,31.47,northeast
27.41,96.7422,57.32,northeast
27.019,90.998,70.02,northeast
25.8653,93.0626,75.36,northeast
27.8845,94.196,21.26,northeast
24.7216,91.5234,17.68,northeast
26.1617,91.8108,55.98,northeast
27.1172,90.259,67.18,northeast
25.0306,96.3685,41.72,northeast
26.8805,96.6125,51.02,northeast
25.8584,94.5381,29.1,northeast
25.5522,94.0344,59.72,northeast
23.3045,92.673,120.0,northeast
26.9571,93.7934,89.95,northeast
27.1594,89.1309,32.22,northeast
23.1393,92.4346,37.2,northeast
27.3988,95.6588,33.2,northeast
25.8177,92.1833,32.52,northeast
26.2216,92.4286,51.48,northeast
23.5526,91.1861,46.75,northeast
23.9793,93.2359,36.89,northeast
27.3032,93.0184,33.48,northeast
23.8614,96.7002,120.0,northeast
23.9201,95.1202,10.0,northeast
27.1175,94.1288,50.7,northeast
27.8032,93.2235,45.65,northeast
26.0875,89.3248,32.41,northeast
24.2986,95.1035,54.12,northeast
24.1082,96.2765,75.28,northeast
25.509,95.0349,10.03,northeast
28.9888,95.5786,69.97,northeast
24.9234,89.7427,64.74,northeast
24.0893,96.1574,25.64,northeast
25.3449,91.6374,23.01,northeast
25.6741,92.1841,72.24,northeast
23.3768,95.0031,19.12,northeast
23.2785,90.8545,84.92,northeast
28.1218,93.1233,16.77,northeast
25.1285,91.5106,47.51,northeast
23.6611,93.2898,93.95,northeast
28.1722,92.5049,81.35,northeast
28.6251,91.3218,12.72,northeast
23.1176,96.5277,57.37,northeast
28.2446,91.6114,52.92,northeast
27.7901,95.8868,79.94,northeast
28.5963,91.6676,83.03,northeast
24.9253,91.2566,99.38,northeast
24.1058,94.2051,52.4,northeast
28.8252,93.268,103.55,northeast
26.4413,90.3896,120.0,northeast
25.3552,94.9447,14.7,northeast
26.1609,94.9078,96.95,northeast
27.2791,89.4677,11.6,northeast
28.7238,90.1521,23.79,northeast
28.1772,96.0422,108.31,northeast
26.5707,93.816,120.0,northeast
23.1629,91.2049,43.86,northeast
26.3383,93.1971,36.61,northeast
24.8079,89.2229,58.95,northeast
26.636,95.7965,70.78,northeast
26.117,90.5455,35.61,northeast
28.8716,95.9479,80.06,northeast
23.5643,90.5427,47.07,northeast
23.0669,89.1555,36.73,northeast
28.2716,92.9053,107.09,northeast
23.1076,90.535,17.76,northeast
24.3504,91.5879,18.1,northeast
24.0527,94.6957,96.44,northeast
27.8142,94.0506,33.15,northeast
24.9203,95.5538,66.97,northeast
26.8275,94.7904,43.42,northeast
28.6043,95.8582,34.07,northeast
24.7951,93.0036,73.72,northeast
26.1217,95.0375,51.06,northeast
24.7373,93.6728,120.0,northeast
26.9305,94.3128,23.38,northeast
27.6059,91.8701,56.57,northeast
27.9965,93.3403,29.72,northeast
25.9063,94.9483,38.22,northeast
25.8251,92.2188,15.08,northeast
27.0269,93.0503,30.84,northeast
26.1929,91.8896,117.3,northeast
23.9618,92.1248,56.44,northeast
28.6406,90.4363,15.75,northeast
25.6704,96.1338,120.0,northeast
26.0522,89.6165,11.11,northeast
25.0388,90.2047,79.94,northeast
27.5272,90.7364,20.32,northeast
26.5008,95.667,52.17,northeast
25.6891,91.9975,10.0,northeast
25.0504,89.1346,61.0,northeast
23.852,94.2644,10.0,northeast
24.1126,94.8481,38.26,northeast
25.8822,90.7594,120.0,northeast
23.6572,96.3865,61.57,northeast
23.661,90.3905,54.47,northeast
27.3713,95.9159,97.86,northeast
23.1036,94.7717,33.35,northeast
28.6334,91.3284,49.75,northeast
25.9815,92.9595,27.58,northeast
25.8592,89.2734,70.16,northeast
27.3699,90.7753,120.0,northeast
23.2768,94.2135,51.86,northeast
27.4852,95.8117,10.0,northeast
24.1029,89.8638,74.27,northeast
26.9353,93.0193,115.43,northeast
27.0022,96.7366,19.29,northeast
25.9753,90.6749,26.82,northeast
28.7569,89.175,75.43,northeast
23.6979,93.415,17.57,northeast
25.7399,93.672,30.91,northeast
28.3236,92.0371,18.04,northeast
23.2542,89.2326,52.66,northeast
26.0739,89.9174,10.0,northeast
26.9926,92.8999,29.85,northeast
27.599,89.1837,33.7,northeast
26.9513,89.0418,120.0,northeast
23.9174,92.0259,120.0,northeast
27.1291,92.0863,24.98,northeast
27.6845,90.7825,38.1,northeast
27.6019,91.3243,57.38,northeast
23.0239,96.2763,66.93,northeast
27.1034,91.606,62.4,northeast
27.7671,89.3435,120.0,northeast
27.6198,89.8448,10.0,northeast
28.1421,94.5359,15.42,northeast
26.92,92.212,66.45,northeast
26.0732,90.4367,21.83,northeast
23.8327,89.1174,42.65,northeast
25.6421,90.3603,107.95,northeast
27.5556,96.1638,29.73,northeast
24.915,94.8575,26.03,northeast
24.8581,90.0981,58.5,northeast
23.9087,90.4452,86.56,northeast
28.9928,89.259,39.58,northeast
25.2345,96.0161,74.32,northeast
26.7323,95.6821,21.39,northeast
24.0277,94.0811,68.61,northeast
27.9934,92.9902,39.81,northeast
27.666,89.2885,10.0,northeast
26.5586,96.8727,33.47,northeast
26.4086,96.7918,24.53,northeast
26.2635,90.8694,39.69,northeast
26.5048,91.7288,112.31,northeast
25.2816,95.6849,60.67,northeast
23.4591,89.9056,36.11,northeast
24.5948,91.6414,70.09,northeast
25.8879,96.1903,46.65,northeast
24.1601,92.4281,62.73,northeast
27.0404,89.5477,95.68,northeast
27.2797,89.7561,78.17,northeast
24.5641,90.5456,34.06,northeast
25.2117,91.0541,120.0,northeast
24.2051,94.1884,64.04,northeast
23.9662,93.9753,41.57,northeast
23.5358,92.0197,120.0,northeast
28.863,89.9486,37.06,northeast
23.0692,92.6266,43.19,northeast
28.6901,94.3835,71.15,northeast
27.1612,93.372,40.15,northeast
28.8005,92.6258,16.11,northeast
23.7806,95.0878,79.23,northeast
27.0467,94.8711,34.93,northeast
27.336,93.1906,27.0,northeast
23.2246,93.7926,79.47,northeast
25.3485,94.9949,41.64,northeast
26.7974,94.3238,20.69,northeast
27.595,94.8929,10.0,northeast
25.4138,90.5494,20.89,northeast
24.7196,89.6061,47.94,northeast
27.4001,92.4054,18.41,northeast
26.2341,92.5794,62.35,northeast
24.4976,89.064,10.0,northeast
26.6945,92.0595,10.24,northeast
28.6101,92.8295,72.43,northeast
23.4285,94.7321,31.91,northeast
27.5013,90.8131,59.14,northeast
23.5853,90.9872,41.74,northeast
25.1211,90.9021,14.91,northeast
28.2275,95.6665,20.03,northeast
25.4013,96.7667,92.35,northeast
24.1415,89.9139,13.21,northeast
23.2581,93.5489,26.98,northeast
28.9714,90.0366,39.9,northeast
26.1951,89.5787,30.66,northeast
23.4241,94.442,91.76,northeast
27.231,95.7602,85.07,northeast
27.2759,92.9877,17.14,northeast
26.4395,90.3682,64.42,northeast
25.9822,92.6816,91.45,northeast
24.7402,96.33,48.65,northeast
26.6327,94.7448,56.65,northeast
25.7913,91.7148,120.0,northeast
25.8954,93.7739,37.96,northeast
25.9026,92.241,25.8,northeast
24.2841,96.239,21.89,northeast
25.157,90.901,120.0,northeast
28.8155,89.5776,12.92,northeast
23.4006,93.4285,120.0,northeast
23.598,94.847,45.71,northeast
23.0373,92.5393,18.45,northeast
28.9283,95.0634,80.05,northeast
28.7662,93.9926,83.78,northeast
23.4717,95.0514,77.95,northeast
28.6374,96.1087,101.69,northeast
24.452,90.5564,75.74,northeast
23.9866,89.9804,42.96,northeast
24.333,95.4697,48.72,northeast
26.6472,90.4653,35.27,northeast
27.8345,91.7845,66.41,northeast
24.5561,93.8565,54.48,northeast
28.9026,89.5449,31.07,northeast
26.558,94.4676,70.87,northeast
26.9207,90.8809,13.93,northeast
24.2946,92.2824,64.94,northeast
23.3504,96.9597,64.51,northeast
23.633,95.5269,29.95,northeast
23.0352,91.1819,120.0,northeast
26.2038,92.5699,99.0,northeast
24.3146,90.215,109.03,northeast
24.6671,95.4003,55.57,northeast
25.2503,96.3343,11.31,northeast
25.5235,96.1364,69.19,northeast
27.6308,96.7412,47.53,northeast
23.8618,92.7874,25.97,northeast
25.3987,95.3767,45.05,northeast
24.6219,91.7883,29.78,northeast
25.4218,96.8705,58.64,northeast
24.5004,91.7229,34.05,northeast
28.5389,94.5852,16.23,northeast
24.0099,90.0048,29.96,northeast
26.7578,90.1726,93.93,northeast
26.1596,96.5802,19.08,northeast
27.8327,92.6929,30.62,northeast
28.6185,90.3546,99.07,northeast
23.7226,90.4553,78.63,northeast
27.1573,92.8209,10.0,northeast
25.4803,95.3923,72.1,northeast
24.7009,91.2067,88.51,northeast
27.6189,89.0646,42.22,northeast
24.9588,92.7194,16.65,northeast
24.1794,96.5661,120.0,northeast
25.909,89.3451,60.35,northeast
24.5212,94.7687,10.0,northeast
28.7173,93.1914,27.96,northeast
26.1348,90.0474,25.85,northeast
26.7749,93.5306,10.0,northeast
25.6162,95.4597,61.3,northeast
26.7317,91.8203,66.44,northeast
23.4873,94.8376,15.83,northeast
25.6507,90.1961,41.77,northeast
24.4803,94.6952,25.53,northeast
25.1099,94.4152,101.12,northeast
28.1657,96.6886,13.35,northeast
24.5014,90.3252,23.51,northeast
23.5611,91.9079,14.48,northeast
28.4967,90.6005,21.04,northeast
26.4898,93.6289,34.85,northeast
26.82,90.373,102.12,northeast
25.8383,93.4769,25.53,northeast
24.8987,95.8128,14.94,northeast
28.1057,89.5031,53.42,northeast
27.9132,89.8442,50.89,northeast
28.5863,90.6145,58.3,northeast
24.0815,96.0715,60.13,northeast
23.5358,92.2088,62.07,northeast
25.2968,93.3216,35.54,northeast
28.3244,90.0897,67.21,northeast
25.5655,90.2657,79.58,northeast
23.2871,91.1439,35.0,northeast
25.8927,95.591,35.76,northeast
25.4644,91.9762,55.51,northeast
25.112,89.5461,14.12,northeast
24.6103,90.1833,19.17,northeast
28.7491,91.8712,120.0,northeast
28.8362,94.1029,49.15,northeast
27.4903,92.6669,26.1,northeast
28.0669,93.8498,120.0,northeast
28.5936,95.4951,46.6,northeast
23.5097,91.598,18.24,northeast
26.3515,89.9794,17.45,northeast
27.8931,95.2476,46.16,northeast
26.3355,94.4188,44.61,northeast
27.9899,95.7193,43.44,northeast
26.3987,94.7379,68.89,northeast
28.3825,95.3425,120.0,northeast
24.1999,91.9269,59.75,northeast
28.2096,95.9908,82.61,northeast
25.2108,89.6857,35.37,northeast
26.8437,95.8045,49.06,northeast
26.2042,90.4803,10.44,northeast
27.3859,95.9132,118.31,northeast
25.3277,94.2082,102.68,northeast
25.225,92.1518,109.58,northeast
27.1721,91.1642,44.51,northeast
23.5423,94.4336,43.49,northeast
27.3276,95.3858,120.0,northeast
26.3413,93.3285,104.4,northeast
26.5281,89.5229,34.73,northeast
24.3057,96.7245,57.12,northeast
28.7687,96.1733,28.79,northeast
28.4188,94.5974,120.0,northeast
27.7292,90.2363,53.8,northeast
26.0335,95.3509,117.6,northeast
28.3891,93.539,21.26,northeast
26.0477,93.6363,98.12,northeast
26.0256,96.6724,87.84,northeast
28.0836,92.1157,67.31,northeast
28.774,91.4332,10.0,northeast
28.4003,94.9104,84.76,northeast
27.0386,89.078,52.07,northeast
27.2545,95.6316,101.38,northeast
25.4635,94.8425,79.07,northeast
23.3807,94.6901,81.14,northeast
24.554,90.636,43.21,northeast
23.7005,96.1943,120.0,northeast
26.2226,91.162,93.9,northeast
25.2093,89.5686,39.17,northeast
25.7074,90.2851,51.85,northeast
26.0202,91.9677,50.44,northeast
23.5763,95.3223,38.75,northeast
26.9597,91.9985,120.0,northeast
27.7847,94.5437,10.0,northeast
23.8549,91.6459,62.55,northeast
23.9475,92.9565,70.04,northeast
24.377,89.2112,45.05,northeast
23.7481,90.7104,30.41,northeast
24.7306,92.5102,20.74,northeast
27.6525,89.591,32.69,northeast
24.9831,94.5861,79.63,northeast
26.1775,92.3579,41.68,northeast
23.7304,96.7388,36.91,northeast
23.0077,94.8243,29.45,northeast
27.6799,93.6331,31.74,northeast
23.0156,93.9879,119.26,northeast
25.5603,89.9109,52.45,northeast
24.8584,92.5957,17.6,northeast
25.942,93.5676,69.42,northeast
24.17,91.0948,67.28,northeast
26.0695,92.9783,49.33,northeast
23.123,93.7302,18.27,northeast
27.8639,96.4169,28.82,northeast
27.2526,92.2493,104.37,northeast
28.2736,90.9389,18.64,northeast
27.459,90.0438,57.55,northeast
23.5974,90.904,50.42,northeast
26.9275,93.4892,43.84,northeast
28.4107,96.783,62.48,northeast
27.704,94.3653,10.0,northeast
23.0518,94.6166,13.56,northeast
23.0165,89.1179,10.34,northeast
24.0083,95.8084,120.0,northeast
23.5869,89.583,36.2,northeast
24.6853,90.0793,30.92,northeast
27.2284,89.497,54.71,northeast
27.4183,93.5022,66.94,northeast
26.1139,93.8804,120.0,northeast
23.8425,92.697,10.0,northeast
26.6611,90.2002,47.7,northeast
28.1721,96.95,10.0,northeast
26.4895,89.7688,101.81,northeast
28.9074,96.0875,43.13,northeast
28.9557,92.4163,32.34,northeast
24.0648,90.5823,29.3,northeast
27.0283,94.2609,71.64,northeast
24.6966,92.1163,28.28,northeast
23.2213,93.6067,99.05,northeast
25.4786,96.5181,44.32,northeast
23.233,90.0981,83.45,northeast
26.0439,92.0206,57.9,northeast
28.5304,92.4432,49.84,northeast
26.0118,93.4178,120.0,northeast
25.6289,90.988,29.61,northeast
25.0834,96.1189,10.0,northeast
28.8074,91.8374,120.0,northeast
27.3561,95.5904,55.26,northeast
23.7008,92.3662,56.56,northeast
26.1653,90.7039,36.1,northeast
25.1452,90.0274,109.68,northeast
23.7216,93.1838,77.11,northeast
27.9864,94.5116,71.25,northeast
27.191,91.3674,33.36,northeast
28.536,91.9194,106.61,northeast
25.5779,93.458,61.71,northeast
24.3927,91.5979,38.34,northeast
25.5408,91.5016,120.0,northeast
26.2031,89.7663,18.12,northeast
28.2069,95.2696,50.65,northeast
28.5952,89.6407,56.16,northeast
28.5406,94.1351,111.27,northeast
24.7834,91.1641,30.35,northeast
27.1603,90.8726,88.47,northeast
24.7934,92.7308,36.35,northeast
23.1281,93.1281,29.56,northeast
28.4288,90.7656,22.12,northeast
24.7215,89.6279,70.61,northeast
25.1412,94.1205,71.27,northeast
27.976,92.8782,20.82,northeast
25.3636,95.4651,52.32,northeast
27.1693,94.8569,120.0,northeast
25.2964,89.7982,18.31,northeast
25.9068,96.2867,28.0,northeast
26.379,93.1825,52.06,northeast
23.2436,95.1085,26.24,northeast
26.6243,90.2004,59.38,northeast
27.0963,92.4219,53.34,northeast
26.9625,93.4924,58.05,northeast
26.8797,92.4739,74.29,northeast
25.8465,92.1943,29.58,northeast
24.7004,90.1913,13.92,northeast
25.8876,93.5038,79.56,northeast
28.9676,94.4013,92.52,northeast
25.6459,92.2446,30.7,northeast
28.066,92.7583,15.43,northeast
24.7641,92.4706,120.0,northeast
23.1266,94.1522,78.06,northeast
28.1315,92.2923,60.03,northeast
23.3969,92.5971,51.38,northeast
28.3411,90.2712,95.69,northeast
26.5872,96.1947,30.36,northeast
27.6957,89.6021,45.63,northeast
28.228,90.9519,120.0,northeast
23.3638,96.2593,120.0,northeast
25.116,90.7183,85.44,northeast
27.6229,91.3128,49.67,northeast
26.6449,95.2441,79.76,northeast
23.0385,93.8065,85.62,northeast
27.676,94.6995,25.66,northeast
26.4608,90.931,67.45,northeast
28.8195,89.7325,13.73,northeast
25.2328,93.9706,26.83,northeast
24.9303,89.6227,39.05,northeast
23.0162,94.2657,29.44,northeast
25.1279,91.6035,96.23,northeast
28.1027,92.2761,120.0,northeast
28.7574,95.7518,40.56,northeast
25.1227,95.7304,30.66,northeast
27.6615,95.9176,18.84,northeast
24.9092,90.3415,74.37,northeast
24.7427,95.5399,39.07,northeast
28.962,94.3009,74.81,northeast
26.0269,90.903,48.33,northeast
26.3679,90.588,93.88,northeast
28.2714,91.8711,120.0,northeast
25.939,94.7302,29.72,northeast
28.5841,90.9282,76.79,northeast
25.1468,95.6557,85.68,northeast
23.2849,94.2759,59.73,northeast
27.9701,92.1723,120.0,northeast
25.5125,89.0269,38.02,northeast
24.8476,92.92,81.28,northeast
24.2895,94.0507,41.01,northeast
28.0239,96.3484,50.43,northeast
26.8424,92.7558,37.76,northeast
26.6946,89.6733,18.62,northeast
25.699,90.5577,120.0,northeast
28.2061,95.6568,28.05,northeast
25.4546,93.2693,35.3,northeast
24.1769,91.2395,65.96,northeast
24.3899,96.4739,43.53,northeast
28.0266,95.438,93.53,northeast
25.5742,92.3877,96.83,northeast
25.0826,90.379,111.05,northeast
26.1024,89.8768,92.74,northeast
24.4471,92.7599,110.1,northeast
23.0146,90.5975,73.19,northeast
23.4776,94.9162,22.45,northeast
26.3534,93.4292,96.89,northeast
27.9138,90.8949,32.92,northeast
23.3751,95.0386,93.52,northeast
23.0018,96.0256,53.38,northeast
25.291,90.8106,90.97,northeast
24.3788,96.5787,84.7,northeast
27.6056,94.4381,10.0,northeast
26.5223,94.2365,21.2,northeast
27.6202,96.7296,22.5,northeast
28.6564,91.59,47.05,northeast
27.0595,92.4092,120.0,northeast
27.4694,93.2508,113.21,northeast
23.8303,91.2817,61.7,northeast
24.2706,94.6835,36.65,northeast
27.1567,91.4129,102.63,northeast
27.999,91.7675,79.84,northeast
23.9744,91.1242,39.78,northeast
28.9482,94.7696,38.12,northeast
28.5915,89.6155,52.96,northeast
24.4032,91.1031,47.46,northeast
28.6219,94.4264,78.1,northeast
27.6601,91.4029,21.16,northeast
26.8253,92.4384,120.0,northeast
25.0786,89.425,87.2,northeast
28.1409,96.3313,74.7,northeast
24.1308,95.011,10.0,northeast
28.8581,94.4542,50.18,northeast
28.621,96.1775,51.75,northeast
26.1368,89.2278,58.93,northeast
25.1819,94.8005,57.51,northeast
25.263,91.2637,120.0,northeast
27.7025,91.3214,19.67,northeast
23.4107,90.4116,10.0,northeast
27.2245,91.608,21.67,northeast
24.326,93.7317,83.98,northeast
28.2633,94.3169,18.07,northeast
26.7593,92.4766,10.22,northeast
24.6031,90.679,63.42,northeast
23.2756,95.3504,68.48,northeast
26.4819,91.9409,72.93,northeast
27.4593,93.2808,42.04,northeast
28.0367,91.191,46.43,northeast
27.8517,90.1802,81.94,northeast
26.4669,92.8514,94.66,northeast
27.1693,92.7183,29.53,northeast
26.2035,95.6237,113.65,northeast
24.1526,89.2263,120.0,northeast
24.5036,94.9223,62.11,northeast
26.6721,89.2972,29.71,northeast
23.3691,96.1952,10.0,northeast
27.3766,95.3051,85.25,northeast
28.409,91.3872,23.11,northeast
23.1408,95.1573,10.68,northeast
25.5548,91.8955,10.63,northeast
26.1931,95.2955,120.0,northeast
27.1448,91.6253,63.39,northeast
25.1821,92.763,21.13,northeast
23.8755,94.4054,23.91,northeast
27.8245,91.7905,46.04,northeast
25.2582,96.4045,61.73,northeast
24.3428,94.4155,35.04,northeast
27.465,89.082,69.7,northeast
28.4069,92.333,54.72,northeast
28.4093,95.9538,68.78,northeast
24.1184,92.0675,71.71,northeast
27.7384,96.9248,20.86,northeast
24.3964,93.3801,44.05,northeast
26.5608,92.8149,17.02,northeast
27.6011,89.6909,94.74,northeast
27.6895,90.262,92.34,northeast
23.9665,95.8032,74.7,northeast
23.7384,93.687,105.97,northeast
27.5178,96.5191,33.69,northeast
28.7855,91.7331,38.79,northeast
24.9722,89.8876,32.41,northeast
26.7271,92.6586,33.27,northeast
24.4491,91.9697,85.58,northeast
25.1761,90.498,23.53,northeast
26.4971,95.1213,29.45,northeast
25.8934,89.884,36.53,northeast
23.7962,90.48,10.29,northeast
24.1438,95.9232,120.0,northeast
27.6681,94.8907,79.06,northeast
23.3822,90.8126,120.0,northeast
27.8483,94.3349,55.39,northeast
23.5759,95.578,120.0,northeast
26.1695,94.5989,62.42,northeast
24.5927,96.2344,94.88,northeast
28.208,91.7429,31.04,northeast
25.2321,89.4076,76.67,northeast
26.6745,96.2709,71.46,northeast
27.9687,94.0179,27.53,northeast
27.1132,89.8142,55.32,northeast
28.3311,92.2617,21.11,northeast
25.8008,92.1659,86.84,northeast
24.0519,89.6148,78.07,northeast
24.0973,89.6148,30.41,northeast
27.7626,90.3211,88.26,northeast
24.9857,89.0273,18.97,northeast
26.2361,96.0218,19.28,northeast
24.6017,96.3944,49.79,northeast
26.3749,89.3561,95.81,northeast
24.7935,92.042,77.81,northeast
23.0804,92.6647,83.02,northeast
28.4656,90.7558,98.26,northeast
23.6166,92.1626,64.1,northeast
27.6292,94.8653,67.39,northeast
28.7071,94.9488,115.39,northeast
27.9996,92.9333,40.29,northeast
24.9536,93.3329,76.01,northeast
26.5516,94.8135,56.02,northeast
28.1422,90.9245,120.0,northeast
25.0203,91.7955,60.13,northeast
24.9316,92.1746,10.0,northeast
26.878,92.4294,74.07,northeast
27.4275,90.4237,41.55,northeast
25.47,95.8299,40.02,northeast
24.5357,91.8741,53.54,northeast
26.1726,95.8912,82.72,northeast
23.1356,91.4079,10.0,northeast
27.2116,96.902,49.11,northeast
24.1288,94.7308,33.76,northeast
28.5318,96.0673,15.89,northeast
25.3697,92.5379,107.67,northeast
23.4445,96.2074,120.0,northeast
25.9014,96.9311,61.99,northeast
26.7544,93.565,56.27,northeast
24.5056,89.6657,16.35,northeast
26.9146,95.858,111.46,northeast
27.8115,89.0661,120.0,northeast
27.162,94.2726,44.58,northeast
27.8482,94.1441,75.63,northeast
23.3529,95.5703,64.07,northeast
28.3785,92.8787,44.43,northeast
26.0982,91.3972,60.18,northeast
24.2813,90.839,58.05,northeast
26.7935,96.8892,91.05,northeast
25.0212,95.2417,96.82,northeast
24.2074,95.8948,28.19,northeast
28.6879,93.1165,34.05,northeast
23.9065,92.915,110.28,northeast
24.7817,93.15,118.47,northeast
23.8448,92.7747,120.0,northeast
28.7183,96.36,31.42,northeast
23.6926,89.4909,31.91,northeast
27.2988,95.9506,93.73,northeast
26.6815,89.4657,83.57,northeast
28.2023,91.3034,56.16,northeast
27.5003,89.6529,24.02,northeast
26.622,92.2911,46.77,northeast
24.8225,93.5287,17.47,northeast
25.8165,89.0302,56.2,northeast
25.7406,96.0542,22.87,northeast
28.4893,93.3791,50.44,northeast
27.0215,96.101,32.92,northeast
25.4707,96.0687,58.68,northeast
27.0885,90.5296,114.11,northeast
28.8608,89.7301,96.97,northeast
27.1645,95.4096,120.0,northeast
25.7889,95.8492,32.36,northeast
24.7173,93.5633,10.0,northeast
26.9738,96.809,95.73,northeast
25.0487,92.7377,10.64,northeast
24.828,91.1384,80.98,northeast
23.589,91.3907,10.0,northeast
24.1875,96.9458,19.95,northeast
25.4139,91.2001,117.61,northeast
26.491,96.0638,10.0,northeast
25.9531,94.4883,77.52,northeast
25.1585,94.3835,58.12,northeast
27.0473,92.8951,90.06,northeast
24.1584,90.4262,96.75,northeast
27.7206,94.6705,118.85,northeast
23.5138,96.6777,48.35,northeast
25.2903,93.7283,110.19,northeast
28.6008,90.0501,22.7,northeast
28.5841,91.8281,42.34,northeast
28.0241,91.8991,46.18,northeast
27.9917,96.8273,18.45,northeast
26.3335,93.0649,120.0,northeast
25.8369,94.5774,19.29,northeast
25.9681,95.2321,51.2,northeast
28.9223,89.8133,47.97,northeast
26.6529,89.089,60.92,northeast
26.17,95.5664,65.49,northeast
25.3062,89.0604,10.0,northeast
27.1484,93.7224,120.0,northeast
26.4321,94.2474,81.62,northeast
24.4479,93.0238,70.84,northeast
28.4184,94.9031,12.63,northeast
23.8773,95.6368,76.47,northeast
27.578,90.715,83.67,northeast
26.6362,93.2959,23.63,northeast
23.0908,95.4989,63.05,northeast
26.6876,95.1377,38.06,northeast
23.5875,96.3764,71.5,northeast
25.7958,91.0517,54.88,northeast
25.9804,95.3237,47.5,northeast
26.157,96.6687,28.85,northeast
24.2289,89.1019,52.48,northeast
24.5543,94.8061,38.01,northeast
27.3185,92.0883,62.03,northeast
27.5389,94.415,49.33,northeast
24.6252,95.5638,81.09,northeast
26.6616,94.423,60.72,northeast
28.1606,92.7596,112.15,northeast
25.4128,90.4058,30.49,northeast
24.1049,93.7586,54.76,northeast
28.242,90.1855,35.92,northeast
27.0412,90.7472,86.08,northeast
28.0642,95.1241,22.68,northeast
28.2768,92.3954,72.96,northeast
27.2387,89.3606,20.55,northeast
24.7439,94.8911,22.8,northeast
23.8225,89.2913,35.5,northeast
24.0244,93.0884,89.52,northeast
24.9012,92.798,80.43,northeast
27.0178,96.2042,39.97,northeast
25.8223,93.7145,46.45,northeast
27.3197,91.4349,86.63,northeast
27.3675,92.7204,17.64,northeast
28.435,91.3265,42.87,northeast
25.5262,93.2211,71.43,northeast
25.3936,94.0753,26.87,northeast
23.9722,94.4494,18.82,northeast
28.9546,92.9699,18.43,northeast
25.6444,96.5224,69.06,northeast
26.4183,94.4864,52.63,northeast
23.2517,93.0072,96.12,northeast
23.3301,96.321,92.33,northeast
27.3035,93.251,15.18,northeast
27.6616,89.7483,103.87,northeast
26.257,92.6761,26.27,northeast
24.647,90.3217,17.05,northeast
23.5531,89.6732,115.03,northeast
26.6915,95.3694,50.97,northeast
24.6152,95.5861,15.15,northeast
24.1429,96.0051,49.32,northeast
24.9147,92.7044,118.75,northeast
28.5197,94.8887,20.73,northeast
24.7047,92.3431,81.78,northeast
24.4367,92.7952,35.13,northeast
28.8648,95.3827,43.81,northeast
27.5998,89.2717,86.94,northeast
25.2966,92.3919,81.27,northeast
25.3251,95.9937,10.0,northeast
26.0188,90.4564,64.76,northeast
27.7384,90.8112,36.99,northeast
28.2294,90.1613,13.17,northeast
24.2423,95.1064,42.25,northeast
23.6927,91.0115,67.36,northeast
